IBINS#,IBADD@IN,IBADDIN,IBWPHR,IBZIP6,IBSTE,IBCITY,IBADD1,IBLABL,IBPAYID,IBCNTC                    IBDEL@ IBDTSTS,,IBMSID       IBDTMSID,,IBDTMT,,IBTMNT,,IBUSER,IBDTES,,IBTESE,,IBUSRC,IBZPGM,INNAMB
6,236074,00236074,8004517715,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,35:11.0,CC_JWAHDEN,6/27/2002,00:00.0,1/1/1900,38:59.0,CHRILOR,ADRMASTRG,AETNA US HEALTHCARE
6,237140,00237140,8002450618,40512,KY,Lexington,PO Box 14089,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,35:06.0,CC_JWAHDEN,7/8/2002,00:00.0,1/1/1900,48:32.0,CHRILOR,ADRMASTRG,AETNA US HEALTHCARE
6,239455,00239455,8772386200,40512,KY,Lexington,PO Box 14093,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,25:05.0,CC_JWAHDEN,7/24/2002,00:00.0,1/1/1900,24:40.0,TERLBAL,ADRMASTRG,AETNA US HEALTHCARE
6,239970,00239970,8773712006,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,34:56.0,CC_JWAHDEN,7/26/2002,00:00.0,1/1/1900,58:37.0,CHRILOR,ADRMASTRG,AETNA US HEALTHCARE
6,244113,00244113,8886969583,40512,KY,Lexington,PO Box 14586,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,34:52.0,CC_JWAHDEN,8/23/2002,00:00.0,1/1/1900,59:37.0,CHRILOR,ADRMASTRG,AETNA US HEALTHCARE
6,250639,00250639,8772773368,40512,KY,Lexington,PO Box 14091  (DONT USE),N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,34:30.0,CC_JWAHDEN,10/8/2002,00:00.0,1/1/1900,50:50.0,CHRILOR,ADRMASTRG,AETNA US HEALTHCARE
6,255795,00255795,8004517715,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,49:57.0,CC_JWAHDEN,11/11/2002,00:00.0,1/1/1900,48:30.0,CHRILOR,ADRMASTRG,AETNA US HEALTHCARE
6,265094,00265094,8002251263,79998,TX,El Paso,PO Box 981109  (LABORERS 2003),N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,34:40.0,CC_JWAHDEN,1/15/2003,00:00.0,1/1/1900,36:26.0,CHRILOR,ADRMASTRG,AETNA US HEALTHCARE
6,280857,00280857,8772773368,79998,TX,El Paso,PO Box 981106,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,09:19.0,CC_JWAHDEN,4/22/2003,00:00.0,1/1/1900,09:01.0,CHRILOR,ADRMASTRG,AETNA US HEALTHCARE
6,316305,00316305,8008433661,76018,TX,Arlington,4300 Centre Way,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,12/19/2006,00:00.0,1/1/1900,09:08.0,BECKSCH,11/21/2003,00:00.0,1/1/1900,53:14.0,LEANBLA,INSADR,AETNA US HEALTHCARE
6,326234,00326234,8004517715,40232,KY,Louisville,PO Box 34670,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,39:18.0,CC_JWAHDEN,1/23/2004,00:00.0,1/1/1900,30:28.0,ELIMURB,ADRMASTRG,AETNA US HEALTHCARE
6,328977,00328977,8775661135,79998,TX,El Paso,PO Box 981114,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,12/19/2006,00:00.0,1/1/1900,34:48.0,BECKSCH,2/6/2004,00:00.0,1/1/1900,41:20.0,ELIMURB,INSADR,AETNA US HEALTHCARE
6,334671,00334671,8887729682,40512,KY,Lexington,PO Box 14079 (SRC),N,57604,1/1/1940,00:00.0,1/1/1940,00:00.0,6/27/2011,00:00.0,1/1/1900,14:52.0,LEANBLA,3/4/2004,00:00.0,1/1/1900,37:49.0,BETHANN,ADRMASTRG,AETNA US HEALTHCARE
6,337718,00337718,8007414781,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,12/19/2006,00:00.0,1/1/1900,31:44.0,BECKSCH,3/18/2004,00:00.0,1/1/1900,50:16.0,ELIMURB,INSADR,AETNA US HEALTHCARE
6,353384,00353384,8004355597,58502,ND,Bismarck,PO Box 916,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,40:38.0,CC_JWAHDEN,6/10/2004,00:00.0,1/1/1900,27:47.0,JENNEDW,ADRMASTRG,AETNA US HEALTHCARE
6,356240,00356240,8885298474,79998,TX,El Paso,PO Box 981282,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,34:53.0,CC_JWAHDEN,6/25/2004,00:00.0,1/1/1900,43:50.0,JENNEDW,ADRMASTRG,AETNA US HEALTHCARE
6,356357,00356357,8008433661,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,31:49.0,CC_JWAHDEN,6/25/2004,00:00.0,1/1/1900,13:59.0,JENNEDW,ADRMASTRG,AETNA US HEALTHCARE
6,358667,00358667,8007721416,40512,KY,Lexington,PO Box 14091(DONT USE),N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,31:53.0,CC_JWAHDEN,7/8/2004,00:00.0,1/1/1900,47:14.0,JENNEDW,ADRMASTRG,AETNA US HEALTHCARE
6,359875,00359875,8772773368,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,31:59.0,CC_JWAHDEN,7/14/2004,00:00.0,1/1/1900,58:13.0,JENNEDW,ADRMASTRG,AETNA US HEALTHCARE
6,360119,00360119,8775086927,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,32:04.0,CC_JWAHDEN,7/15/2004,00:00.0,1/1/1900,16:39.0,JENNEDW,ADRMASTRG,AETNA US HEALTHCARE
6,367467,00367467,8882471019,19422,PA,Blue Bell,PO Box 2261,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,6/26/2009,00:00.0,1/1/1900,08:23.0,RBOOKMAN,8/19/2004,00:00.0,1/1/1900,41:25.0,ELIMURB,INSADR,AETNA US HEALTHCARE
6,377265,00377265,8888023862,79998,TX,El Paso,PO Box 981204,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,34:58.0,CC_JWAHDEN,10/6/2004,00:00.0,1/1/1900,40:57.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,380728,00380728,8004517715,13202,NY,Syracuse,DISCOUNT NO CLAIMS FILED,N,,1/1/1940,00:00.0,1/1/1940,00:00.0,5/9/2012,00:00.0,1/1/1900,02:18.0,RBOOKMAN,10/21/2004,00:00.0,1/1/1900,31:13.0,ELIMURB,INSADR,AETNA US HEALTHCARE
6,383842,00383842,8002484824,40512,KY,Lexington,PO Box 14066,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,32:09.0,CC_JWAHDEN,11/3/2004,00:00.0,1/1/1900,54:54.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,387513,00387513,8002315218,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,32:19.0,CC_JWAHDEN,11/18/2004,00:00.0,1/1/1900,06:45.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,387610,00387610,8004517715,40512,KY,Lexington,PO Box 14079,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,32:15.0,CC_JWAHDEN,11/18/2004,00:00.0,1/1/1900,06:11.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,392767,00392767,8002489236,43216,OH,Columbus,PO Box 2170,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,33:26.0,CC_JWAHDEN,12/16/2004,00:00.0,1/1/1900,47:53.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,398506,00398506,8886965791,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,32:32.0,CC_JWAHDEN,1/17/2005,00:00.0,1/1/1900,29:33.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,419484,00419484,8772386200,40512,KY,Lexington,PO Box 14586,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,38:48.0,CC_JWAHDEN,4/5/2005,00:00.0,1/1/1900,00:45.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,439024,00439024,0,40512,KY,Lexington,PO Box 14585,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,38:52.0,CC_JWAHDEN,6/22/2005,00:00.0,1/1/1900,42:28.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,440192,00440192,8002454843,40586,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,39:09.0,CC_JWAHDEN,6/27/2005,00:00.0,1/1/1900,28:17.0,TIMLUND,ADRMASTRG,AETNA US HEALTHCARE
6,445147,00445147,8004517715,40512,KY,Lexington,PO Box 14096,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,38:57.0,CC_JWAHDEN,7/18/2005,00:00.0,1/1/1900,28:02.0,TIMLUND,ADRMASTRG,AETNA US HEALTHCARE
6,445549,00445549,8882386240,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,39:05.0,CC_JWAHDEN,7/19/2005,00:00.0,1/1/1900,14:37.0,TIMLUND,ADRMASTRG,AETNA US HEALTHCARE
6,452231,00452231,8888548342,75222,TX,Dallas,PO Box 224767,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,09:08.0,CC_JWAHDEN,8/12/2005,00:00.0,1/1/1900,16:35.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,460053,00460053,8887729682,29224,SC,Columbia,PO Box 23759 (SRC-Aetna),N,57604,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,39:25.0,CC_JWAHDEN,9/14/2005,00:00.0,1/1/1900,20:56.0,ELIMURB,ADRMASTRG,AETNA US HEALTHCARE
6,478269,00478269,8887729682,12212,NY,Albany,PO Box 15048,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,12/19/2006,00:00.0,1/1/1900,41:15.0,BECKSCH,11/21/2005,00:00.0,1/1/1900,38:30.0,RBOOKMAN,INSADR,AETNA US HEALTHCARE
6,488714,00488714,8002233943,52733,IA,Clinton,PO Box 2920 (Coresource),N,35182,CORESOURCE                       1940-01-01,00:00.0,1/1/1940,00:00.0,2/1/2010,00:00.0,1/1/1900,13:21.0,RBOOKMAN,1/5/2006,00:00.0,1/1/1900,10:26.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,504575,00504575,8009504867,45250,OH,Cincinnati,PO Box 145804 (UMR),N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/19/2010,00:00.0,1/1/1900,44:58.0,RBOOKMAN,2/27/2006,00:00.0,1/1/1900,25:39.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,508998,00508998,8007530404,29202,SC,Columbia,PO Box 100102,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,08:45.0,CC_JWAHDEN,3/10/2006,00:00.0,1/1/1900,05:36.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,516733,00516733,8002317729,33630,FL,Tampa,PO Box 30258,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,02:23.0,CC_JWAHDEN,4/3/2006,00:00.0,1/1/1900,47:05.0,KIMKTAR,ADRMASTRG,AETNA US HEALTHCARE
6,527013,00527013,8772386200,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,33:55.0,CC_JWAHDEN,5/8/2006,00:00.0,1/1/1900,26:24.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,539116,00539116,8008887202,52733,IA,Clinton,PO Box 2920 (Coresoure),N,35182,CORESOURCE                       1940-01-01,00:00.0,1/1/1940,00:00.0,2/1/2010,00:00.0,1/1/1900,13:45.0,RBOOKMAN,6/21/2006,00:00.0,1/1/1900,44:26.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,612096,00612096,8006862559,81002,CO,Pueblo,PO Box 730,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,00:21.0,CC_JWAHDEN,1/23/2007,00:00.0,1/1/1900,51:48.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,612777,00612777,8004517715,40512,KY,Lexington,PO Box 2940,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,03:35.0,CC_JWAHDEN,1/25/2007,00:00.0,1/1/1900,03:08.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,619522,00619522,5705948518,18466,PA,Tobyhanna,6698 Country Place,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,6/26/2009,00:00.0,1/1/1900,08:41.0,RBOOKMAN,2/9/2007,00:00.0,1/1/1900,59:48.0,KIMKTAR,INSADR,AETNA US HEALTHCARE
6,624263,00624263,8772386200,40232,KY,Louisville,PO Box 2401,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,05:09.0,CC_JWAHDEN,2/20/2007,00:00.0,1/1/1900,00:22.0,KIMKTAR,ADRMASTRG,AETNA US HEALTHCARE
6,625076,00625076,8002251263,6516,CT,West Haven,435 Captain Thomas BLVD,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,01:30.0,CC_JWAHDEN,2/21/2007,00:00.0,1/1/1900,09:33.0,KIMKTAR,ADRMASTRG,AETNA US HEALTHCARE
6,629362,00629362,8004517715,40512,KY,Lexington,PO Box 40512,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,04:56.0,CC_JWAHDEN,3/2/2007,00:00.0,1/1/1900,24:24.0,KIMKTAR,ADRMASTRG,AETNA US HEALTHCARE
6,633943,00633943,8003458883,40512,KY,Lexington,Do Not USe,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,6/26/2009,00:00.0,1/1/1900,05:01.0,RBOOKMAN,3/12/2007,00:00.0,1/1/1900,55:13.0,KIMKTAR,INSADR,AETNA US HEALTHCARE
6,693534,00693534,8668680509,81002,CO,Pueblo,PO Box 450,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,00:25.0,CC_JWAHDEN,7/3/2007,00:00.0,1/1/1900,38:13.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,735718,00735718,8887729682,29224,SC,Columbia,PO Box 23759 (SRC-aetna),N,57604,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,34:26.0,CC_JWAHDEN,9/19/2007,00:00.0,1/1/1900,46:09.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,738499,00738499,0,54402,WI,Wausau,PO Box 8014,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,6/26/2009,00:00.0,1/1/1900,09:55.0,RBOOKMAN,9/24/2007,00:00.0,1/1/1900,07:29.0,KIMKTAR,INSADR,AETNA US HEALTHCARE
6,786359,00786359,8662670092,7078,NJ,Short Hills,PO Box 804,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,6/26/2009,00:00.0,1/1/1900,06:26.0,RBOOKMAN,12/11/2007,00:00.0,1/1/1900,31:49.0,BAHBATT,INSADR,AETNA US HEALTHCARE
6,795272,00795272,8773675690,17608,PA,Lancaster,PO Box 83301,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,08:30.0,CC_JWAHDEN,12/31/2007,00:00.0,1/1/1900,58:44.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,796163,00796163,8004232765,68103,NE,Omaha,PO Box 2640,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,6/26/2009,00:00.0,1/1/1900,06:20.0,RBOOKMAN,1/2/2008,00:00.0,1/1/1900,40:13.0,KIMKTAR,INSADR,AETNA US HEALTHCARE
6,888469,00888469,8005211555,48080,MI,Saint Clair Sho,PO Box 7676(NGS American Inc),N,38225,1/1/1940,00:00.0,1/1/1940,00:00.0,9/23/2009,00:00.0,1/1/1900,26:43.0,RBOOKMAN,4/29/2008,00:00.0,1/1/1900,26:11.0,KIMKTAR,INSADR,AETNA US HEALTHCARE
6,919524,00919524,8668810111,81002,CO,Pueblo,PO Box 370,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,00:29.0,CC_JWAHDEN,6/10/2008,00:00.0,1/1/1900,04:30.0,KIMKTAR,ADRMASTRG,AETNA US HEALTHCARE
6,974735,00974735,8668810111,84130,UT,Salt Lake City,PO Box 30541 (UMR-Wausau),N,39026,1/1/1940,00:00.0,1/1/1940,00:00.0,5/5/2010,00:00.0,1/1/1900,59:29.0,RBOOKMAN,8/15/2008,00:00.0,1/1/1900,16:16.0,KIMKTAR,ADRMASTRG,AETNA US HEALTHCARE
6,1099857,01099857,8007354226,52733,IA,Clinton,PO Box 2943,N,70408,1/1/1940,00:00.0,1/1/1940,00:00.0,5/9/2013,00:00.0,1/1/1900,04:01.0,LLIBERATI,1/13/2009,00:00.0,1/1/1900,25:15.0,KIMKTAR,INSADR,AETNA US HEALTHCARE
6,1100403,01100403,8004512513,1302,MA,Greenfield,PO Box 1477 (SunLife & Health),N,67814,SUNLIFE & HEALTH INS CO          1940-01-01,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,32:57.0,CC_JWAHDEN,1/13/2009,00:00.0,1/1/1900,27:06.0,KIMKTAR,ADRMASTRG,AETNA US HEALTHCARE
6,1168378,01168378,8004512513,24506,VA,Lynchburg,PO Box 40011,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,09:46.0,CC_JWAHDEN,3/14/2009,00:00.0,1/1/1900,30:36.0,KIMKTAR,ADRMASTRG,AETNA US HEALTHCARE
6,1173903,01173903,8664558727,60690,IL,Chicago,PO Box 909786 (Allied Benefit),N,37308,ALLIED BENEFIT                   1940-01-01,00:00.0,1/1/1940,00:00.0,5/8/2014,00:00.0,1/1/1900,47:40.0,MCARMONA,3/19/2009,00:00.0,1/1/1900,44:50.0,ACHAVEZ,ADRMASTRG,AETNA US HEALTHCARE
6,1174195,01174195,8003211336,11735,NY,Farmingdale,PO Box 9182,,6126,1/1/1940,00:00.0,Y350751      2017-10-26,00:00.0,10/26/2017,00:00.0,1/1/1900,49:00.0,JDALE,3/19/2009,00:00.0,1/1/1900,38:52.0,CCLUETT,INSADR,AETNA US HEALTHCARE
6,1187829,01187829,8008528300,4330,ME,Augusta,60 Community Drive,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,6/26/2009,00:00.0,1/1/1900,05:39.0,RBOOKMAN,4/1/2009,00:00.0,1/1/1900,13:41.0,CCLUETT,INSADR,AETNA US HEALTHCARE
6,1199988,01199988,8004512513,2481,MA,Wellesley Hills,PO Box 81633 (Sunlife),N,67814,SUNLIFE                          1940-01-01,00:00.0,1/1/1940,00:00.0,11/19/2009,00:00.0,1/1/1900,31:50.0,CCLUETT,4/13/2009,00:00.0,1/1/1900,33:13.0,ACHAVEZ,ADRMASTRG,AETNA US HEALTHCARE
6,1200630,01200630,8004427742,52733,IA,Clinton,PO Box 2940 (Assurant),N,70408,1/1/1940,00:00.0,1/1/1940,00:00.0,11/6/2009,00:00.0,1/1/1900,27:19.0,RBOOKMAN,4/13/2009,00:00.0,1/1/1900,42:34.0,ACHAVEZ,INSADR,AETNA US HEALTHCARE
6,1231709,01231709,8004468646,6492,CT,Wallingford,PO Box 5817 (Anthem),N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,9/17/2010,00:00.0,1/1/1900,01:35.0,RBOOKMAN,5/12/2009,00:00.0,1/1/1900,00:34.0,ACHAVEZ,ADRMASTRG,AETNA US HEALTHCARE
6,1251405,01251405,8008754422,52733,IA,Clinton,PO Box 2870 (United Security),N,36362,1/1/1940,00:00.0,1/1/1940,00:00.0,5/24/2010,00:00.0,1/1/1900,59:25.0,RBOOKMAN,6/2/2009,00:00.0,1/1/1900,25:24.0,CCLUETT,ADRMASTRG,AETNA US HEALTHCARE
6,1284714,01284714,8002476875,2481,MA,Wellesley,PO Box 81633 (Sunlife),N,67814,SUNLIFE                          1940-01-01,00:00.0,1/1/1940,00:00.0,11/16/2009,00:00.0,1/1/1900,32:36.0,RBOOKMAN,7/6/2009,00:00.0,1/1/1900,23:16.0,BAHBATT,ADRMASTRG,AETNA US HEALTHCARE
6,1294101,01294101,8887729682,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,6/10/2010,00:00.0,1/1/1900,41:26.0,KIMKTAR,7/13/2009,00:00.0,1/1/1900,02:43.0,CCLUETT,INSADR,AETNA US HEALTHCARE
6,1305291,01305291,8006183384,52733,IA,Clinton,PO Box 2942 (Trustmark),N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/23/2009,00:00.0,1/1/1900,12:45.0,CCLUETT,7/23/2009,00:00.0,1/1/1900,12:23.0,CCLUETT,INSADR,AETNA US HEALTHCARE
6,1323165,01323165,8003711633,52733,IA,Clinton,PO Box 2979,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/7/2009,00:00.0,1/1/1900,34:23.0,AERWIN,8/7/2009,00:00.0,1/1/1900,33:59.0,AERWIN,INSADR,AETNA US HEALTHCARE
6,1327525,01327525,8002849545,52733,IA,Clinton,PO Box 2980,N,61425,1/1/1940,00:00.0,1/1/1940,00:00.0,12/17/2010,00:00.0,1/1/1900,36:33.0,KIMKTAR,8/12/2009,00:00.0,1/1/1900,59:13.0,CCLUETT,INSADR,AETNA US HEALTHCARE
6,1332959,01332959,8886323862,79908,TX,El Paso,PO Box 98116,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/17/2009,00:00.0,1/1/1900,55:31.0,BAHBATT,8/17/2009,00:00.0,1/1/1900,55:13.0,BAHBATT,INSADR,AETNA US HEALTHCARE
6,1344211,01344211,8006862559,84130,UT,Salt Lake City,PO Box 30532,N,39026,1/1/1940,00:00.0,1/1/1940,00:00.0,6/10/2010,00:00.0,1/1/1900,45:19.0,KIMKTAR,8/27/2009,00:00.0,1/1/1900,24:51.0,CCLUETT,INSADR,AETNA US HEALTHCARE
6,1352926,01352926,8004517715,40512,KY,Lexington,P.O Box 14079,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,9/27/2010,00:00.0,1/1/1900,16:01.0,LEANBLA,9/3/2009,00:00.0,1/1/1900,23:26.0,BADAMS,ADRMASTRG,AETNA US HEALTHCARE
6,1353220,01353220,8004517715,40512,KY,Lexington,PO Box 14094,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,6/14/2010,00:00.0,1/1/1900,41:45.0,RBOOKMAN,9/3/2009,00:00.0,1/1/1900,41:30.0,CCLUETT,ADRMASTRG,AETNA US HEALTHCARE
6,1359877,01359877,8662361038,79998,TX,El Paso,PO Box 981543,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,5/20/2010,00:00.0,1/1/1900,15:09.0,KIMKTAR,9/10/2009,00:00.0,1/1/1900,24:49.0,AERWIN,INSADR,AETNA US HEALTHCARE
6,1360818,01360818,8887729682,40512,KY,Lexington,PO Box 14094 (57604),N,57604,1/1/1940,00:00.0,1/1/1940,00:00.0,12/19/2018,00:00.0,1/1/1900,44:32.0,A088317,9/11/2009,00:00.0,1/1/1900,48:25.0,CCLUETT,ADRMASTRG,AETNA US HEALTHCARE
6,1395314,01395314,8005526550,47903,IN,Lafayette,PO Box 5769,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,10/9/2009,00:00.0,1/1/1900,19:06.0,CCLUETT,10/9/2009,00:00.0,1/1/1900,18:49.0,CCLUETT,INSADR,AETNA US HEALTHCARE
6,1403483,01403483,8009686327,48037,MI,Southfield,PO Box 130,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,11/24/2015,00:00.0,1/1/1900,33:08.0,JDALE,10/16/2009,00:00.0,1/1/1900,10:18.0,CCLUETT,INSADR,AETNA US HEALTHCARE
6,1423481,01423481,8664558727,60690,IL,Chicago,PO Box 909786-60690,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,11/2/2009,00:00.0,1/1/1900,08:41.0,AERWIN,11/2/2009,00:00.0,1/1/1900,08:10.0,AERWIN,INSADR,AETNA US HEALTHCARE
6,1441257,01441257,8006910013,84130,UT,Salt Lake City,PO Box 30985,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,11/16/2009,00:00.0,1/1/1900,31:46.0,CCLUETT,11/16/2009,00:00.0,1/1/1900,31:30.0,CCLUETT,INSADR,AETNA US HEALTHCARE
6,1444344,01444344,8006455677,40512,KY,Lexington,PO Box 14611,N,60054,1/1/1940,00:00.0,1/1/1940,00:00.0,5/21/2010,00:00.0,1/1/1900,38:23.0,KIMKTAR,11/18/2009,00:00.0,1/1/1900,58:34.0,AERWIN,INSADR,AETNA US HEALTHCARE
6,1458484,01458484,8008887202,52733,IA,Clinton,PO Box 2920 (CoreSource),N,35182,CORESOURCE                       1940-01-01,00:00.0,1/1/1940,00:00.0,2/1/2010,00:00.0,1/1/1900,13:59.0,RBOOKMAN,12/1/2009,00:00.0,1/1/1900,51:46.0,CCLUETT,INSADR,AETNA US HEALTHCARE
6,1474476,01474476,8006064902,75085,TX,Richardson,PO Box 853921 (Meritain),N,41124,NO DENTAL ECS                    1940-01-01,00:00.0,1/1/1940,00:00.0,1/31/2017,00:00.0,1/1/1900,23:10.0,LCARLISLE,12/15/2009,00:00.0,1/1/1900,15:53.0,AERWIN,INSADR,AETNA US HEALTHCARE
6,1490710,01490710,8008035773,13221,NY,Syracuse,PO BOX 4863,,,1/1/1940,00:00.0,1/1/1940,00:00.0,10/18/2010,00:00.0,1/1/1900,11:12.0,JMCCARTHY,1/4/2010,00:00.0,1/1/1900,41:14.0,BBECKER,INSADR,AETNA US HEALTHCARE
